Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/10/2023 3:07,4/10/2023 3:12,IP Address,132.241.174.108,100,300,TRUE,4/10/2023 3:12,R_1jK5mAoM267BUFf,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11379226,11379226,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"To me, it meant an opportunity to share and evaluate my ideas on where we need policy changes and see how others felt about the same thing.",My biggest takeaway was that incarcerations for drug related charges don’t help the drug problem in America.,"Write a letter to the editor,Social media for digital advocacy,A letter to a government official","Lobbying government officials,Petition",Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,I felt like there was a little too much time in the breakout room to go over and thoroughly discuss our policies and what we think and want to do.,I thought it was intriguing and could give me a better understanding of some of our policies.
4/10/2023 10:04,4/10/2023 10:12,IP Address,132.241.174.137,100,443,TRUE,4/10/2023 10:12,R_1Fwu3GdnxseWoTB,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11567089,11567089,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was a place for all us students to share and discuss the research we have been conducting on important topics all semester.,Almost all of us had similar ideas even though some were pro-guns and some were against guns.,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Petition,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,The opening ceremony took a lot longer than expected and I feel that it definitely could've gone by a little faster.,It was a requirement for my general ed courses.
4/10/2023 10:00,4/10/2023 10:15,IP Address,132.241.174.247,100,885,TRUE,4/10/2023 10:15,R_3JyeQbTshDyt6vL,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11557222,11557222,Criminal Justice Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,the THM was a chance to talk to other students that had the same policy topic as me. ,I learned a lot more about the overcrowding of prisons.,"Lobbying government officials,Social media for digital advocacy,Elect supportive public officials",,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Clearer instructions as to what exactly to expect.,it sounded more enjoyable than the one without Town Hall.
4/10/2023 10:13,4/10/2023 10:23,IP Address,76.137.222.82,100,570,TRUE,4/10/2023 10:23,R_1DqjtVWPzkiRn9P,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11169068,11169068,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was an opportunity for me to talk about my policy which I am passionate about but overall it helped me get out of my comfort zone by charing my ideas and thought on the policy area we were focusing on. ,I learned a lot of new things regarding the immigration policy but mainly the takeaway was gaining more knowledge on the topic.,"Social media for digital advocacy,Petition,A letter to a government official",Elect supportive public officials,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,I personally feel like the time we had to be there was long but overall I think everything was very well organized and went smoothly since there was many FYE students helping out throughout all the event. ,"I took this class as one of my GE courses which was required but I actually have been learning interesting things about politics and seeing more of the bigger picture learning how votes are counted, how presidents are elected, etc. Overall this course has been helping me gain knowledge on real life events and understanding how everything works and how decisions are made by government officials and presidents.   "
4/10/2023 10:47,4/10/2023 10:50,IP Address,132.241.174.202,100,178,TRUE,4/10/2023 10:50,R_1QsxP7vidbvWWQX,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10985092,10985092,Reproductive Health Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was pretty cool to see knowledgeable people speak on a topic,That this was a topic that can have drastic changes,"Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I can’t think of anything ,Seemed interesting
4/10/2023 10:55,4/10/2023 10:59,IP Address,132.241.174.66,100,282,TRUE,4/10/2023 10:59,R_12DeycA4DVpyZG8,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11230415,11230415,Cost of Living and Poverty Policy,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,It meant I could talk about my policy with other people students and officials ,I found out some many new point of views and ideas. For example the problems with cost of living and minimum wage ,"Lobbying government officials,Write a letter to the editor,Social media for digital advocacy","Petition,Organize a public demonstration",Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Make the breakout rooms more efficient and quicker. Also have a better way of organizing students in the beginning ,Because I need it for my pre requisites 
4/10/2023 10:55,4/10/2023 11:00,IP Address,132.241.174.46,100,300,TRUE,4/10/2023 11:00,R_20Ng5dAPJvQHHAZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11372869,11372869,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It helped me understand my own policy topic better and learn more about others.,That there are so many different reproductive products and medical procedures low income families can’t afford.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration",Petition,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Maybe to do it earlier in the day otherwise it was really good. ,For the experience and for my general ed classes.
4/10/2023 11:01,4/10/2023 11:06,IP Address,132.241.174.179,100,301,TRUE,4/10/2023 11:06,R_3lXplDfycOVJTUl,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10732827,10732827,Firearm Policy,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,It was supposed to be a chance for student to discuss differing opinions .,That the people brought in to talk about the subjects where very one sided and only wanted to talk about what they wanted.,"Write a letter to the editor,Petition,Organize a public demonstration",,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Make the breakouts more student focused,I wasn’t aware I had another option
4/10/2023 11:03,4/10/2023 11:08,IP Address,132.241.174.176,100,259,TRUE,4/10/2023 11:08,R_3PcOimwtBe3yc9B,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11601890,11601890,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Disagree,Agree,Agree,It allowed me a place to discuss my issue and further my knowledge which was very helpful.,"A lot of us noticed similar issues, but came up with unique methods to solve them.","Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials","Organize a public demonstration,A letter to a government official",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,More knowledgeable consultants ,I thought the hands on aspect of the class would be fun.
4/10/2023 11:04,4/10/2023 11:10,IP Address,132.241.174.246,100,397,TRUE,4/10/2023 11:10,R_2QEArMAUVKUrJnZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11461698,11461698,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Town hall meeting gave me a chance to share, discuss and receive other view points on my topic  ",That mental health really plays a role in all parts of gun violence,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Elect supportive public officials,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I don’t think THM could be improved it was great!,because it is a required course for GE
4/10/2023 11:05,4/10/2023 11:11,IP Address,132.241.174.176,100,331,TRUE,4/10/2023 11:11,R_1fiP9rRJ3dgzGdr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11424466,11424466,Climate Change and Environmental Policy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,It was a good way to branch out and learn new information.,Policies should include incentives rather then just restrictions.,"Lobbying government officials,Write a letter to the editor,Organize a public demonstration",Social media for digital advocacy,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Spending more time in small groups rather than large discussion and action synopsis.,It was a requirement.
4/10/2023 11:04,4/10/2023 11:12,IP Address,132.241.174.240,100,434,TRUE,4/10/2023 11:12,R_1hSSwx25DSj0PRM,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10209811,10209811,Immigration Policy,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,a required assignment ,That I was over prepared,"Petition,Organize a public demonstration,A letter to a government official","Social media for digital advocacy,Petition",Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Have questions that students can be prepared to answer about their topic.,It was a required course for me to graduate.
4/10/2023 11:08,4/10/2023 11:12,IP Address,132.241.174.29,100,233,TRUE,4/10/2023 11:12,R_2D2gYGK9soSRhEb,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11580284,11580284,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It helped me understand my policy concept a lot better.,That we need to keep gun control very active but also allow lenience to gun owners.,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,More debate in the breakout rooms.,I believe it would help improve my public speaking.
4/10/2023 11:05,4/10/2023 11:13,IP Address,132.241.174.106,100,448,TRUE,4/10/2023 11:13,R_elJCEJEw7cfnxPH,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10755863,10755863,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a great experience to talk with my peers about the things they researched on the policy topic. It also gave me more information to look into in the future of my research ,We were able to jump around conversations and provide and learn a lot of information ,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",A letter to a government official,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,I wanted to get more information on what I was learning in the class instead of just going to class and doing work. The THM was able to make that connection to get me to work more and learn more about what is going on in politics and how it relates to what we’re learning in class
4/10/2023 11:28,4/10/2023 11:45,IP Address,132.241.174.244,100,971,TRUE,4/10/2023 11:45,R_2e4mfnSSk68vEIU,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11568233,11568233,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,It showed me how much you can learn about one topic when you research it and others do. It helped me understand how important it is to get together with people and speak about subjects. ,It was very interesting to see how we all researched the same topic but also had all different information ,"Social media for digital advocacy,Petition,Elect supportive public officials",,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It was good and everything went smoothly and I dont think I have any ideas that would make it better,I have to for GE
4/10/2023 12:04,4/10/2023 12:09,IP Address,132.241.174.62,100,300,TRUE,4/10/2023 12:09,R_2TB538MrGsvdwCw,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11652031,11652031,Immigration Policy,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,something I had to attend to pass a ge course,I was overprepared,"Petition,Elect supportive public officials,A letter to a government official",Organize a public demonstration,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,It would be better if you created an actual town hall event with people from our town and actively get us involved in our community.,required course 
4/10/2023 12:22,4/10/2023 12:32,IP Address,132.241.174.139,100,579,TRUE,4/10/2023 12:32,R_3Rlpe6OJ45BrdAJ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11540608,11540608,Firearm Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,My biggest takeaway was the amount of information that I learned when talking to other classmates.,"Write a letter to the editor,Petition,Organize a public demonstration",Social media for digital advocacy,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,"In my case, we were not able to talk to the consultant and I was eager to hear what they had to say about the topic. I think just having an open discussion to everyone would be great instead of the consultants talking to each group individually. ",I wanted to know what the town hall would be about.
4/10/2023 12:02,4/10/2023 12:49,IP Address,132.241.174.87,100,2765,TRUE,4/10/2023 12:49,R_3Hk87wJw4C6ww5Y,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11375950,11375950,"Food, Agriculture, and Animal Policy",Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,"Town hall was a great opportunity to meet with people in my community with similar interests as me. I enjoyed hearing what those who are involved in our government locally had to say on my policy, and their own they support.","The TA who facilitated my meeting put me on to a podcast that relates to my policy topic, that was my biggest take away.",A letter to a government official,Social media for digital advocacy,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,I think a script for student to fill out prior would be nice so that group member know what they are looking for in their papers for reference and are more prepared to discuss their policies. ,For Gen Ed
