Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/4/2022 12:27,11/4/2022 12:30,IP Address,172.226.212.110,100,176,TRUE,11/4/2022 12:30,R_UJUgtbDVXb4BXYl,,,,,37.7809,-122.4245,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10941425,10941425,Reproductive Health Policy,Agree,Agree,Agree,Agree,Agree,Agree,nothing honestly. it was to pass my class. it was a cool assignment and cool to learn about my topic.,i would continue doing it on zoom. the check in took way too ,for a ge course 
11/4/2022 12:18,11/4/2022 12:31,IP Address,132.241.174.248,100,772,TRUE,11/4/2022 12:31,R_3luAWJompa74iUI,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11378251,11378251,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting for me meant that I was able to share with others my solution for my policy and to learn how I could improve my solution. I was also able to understand how other student’s policy solutions can help my policy. It was about connecting with others how we can improve ways things are done in America.,One thing that can be improved would be the action symposium. It would be better if students were better able to discuss ways to their solution. I felt like some of the stations students would take notes get a stamp and leave without actually discussing ways to put their solutions in action.,I took a town hall section of POLS 155 because I wanted to learn how I could make a change.
11/4/2022 12:28,11/4/2022 12:33,IP Address,132.241.174.95,100,273,TRUE,11/4/2022 12:33,R_pMIUGqc66CXvjUJ,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10695998,10695998,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Town Hall was a great place to exchange ideas and discuss how we can make change.,A larger check-in window would have allowed the meeting to stick to the schedule better.,"Town Hall is a good place to discuss and brainstorm how problems I see in the community can be solved. Government and politics tend to be intimidating to enter, especially as a young person, and Town Hall is a great entry point."
11/4/2022 12:29,11/4/2022 12:34,IP Address,132.241.174.139,100,314,TRUE,11/4/2022 12:34,R_TaO1acAzQyTHA6B,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11592803,11592803,Climate Change and Environmental Policy,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Town Hall was a way for others to interact with each other from other sections on the same policy solution you chose to present. It means getting to know other individuals, mentors, and community members that are professionals in that certain field. ",I don't think anything needs to be changed.,I took it because it was a requirement for my GE. 
11/4/2022 12:33,11/4/2022 12:35,IP Address,76.20.57.97,100,111,TRUE,11/4/2022 12:35,R_3CNJegPqmVc04Nc,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10955296,10955296,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was really interesting to see how many people actually cared and wanted to make a change within our community. ,Maybe make check in online so it doesn’t take so long. ,Because it was required 
11/4/2022 12:23,11/4/2022 12:36,IP Address,107.116.89.135,100,772,TRUE,11/4/2022 12:36,R_2s5A6bDWvbh5drc,,,,,37.589,-122.0461,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11492794,11492794,Criminal Justice Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It made me feel like I had a voice,Norhing,Because it looked fun
11/4/2022 12:38,11/4/2022 12:41,IP Address,132.241.174.165,100,196,TRUE,11/4/2022 12:41,R_3KuSNzEfdp3NPSA,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11519405,11519405,Higher Education Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,It meant that I would get to share my research with others who had also done research in the same area I did. ,Have a more efficient way to get students in so we could start on time.,I took this course because it is a required GE. I didn’t know town hall was a part of the course until I read the syllabus.
11/4/2022 12:39,11/4/2022 12:42,IP Address,98.255.116.172,100,189,TRUE,11/4/2022 12:42,R_1IXAPqriieVFRvv,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10931636,10931636,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It was a place where I can share my ideas and research and here others.,You could improve by not having it as long and having students wait in line for an hour. They can use an online sign in instead.,I took it for a requirement for one of my classes.
11/4/2022 12:40,11/4/2022 12:44,IP Address,132.241.215.218,100,230,TRUE,11/4/2022 12:44,R_2SiVqXPiEGEfu1F,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11067265,11067265,Higher Education Policy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,An event in order to pass my POLS 155 class.,"Not much, I was not very involved",Because I had to.
11/4/2022 12:37,11/4/2022 12:44,IP Address,174.208.106.93,100,453,TRUE,11/4/2022 12:44,R_27ydmqD7S3DjmvH,,,,,38.4207,-121.3623,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11633402,11633402,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,An opportunity to speak up about a policy solution you believe in and good advice and guidance on how to make that a reality.,"It was good the way it is, signs and people around to help and guide us was very effective, cookies and hot chocolate or water was great too!","To be honest because it was required, but I ended up enjoying the class very much."
11/4/2022 12:41,11/4/2022 12:45,IP Address,199.48.116.70,100,225,TRUE,11/4/2022 12:45,R_1pZ1VDAGZpvePPz,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10947210,10947210,Firearm Policy,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,The Town Hall meant to me is sharing your idea of solving your policy.,N/a,My Mentor and faculty mentor recommended me to take the class.
11/4/2022 12:40,11/4/2022 12:46,IP Address,174.208.100.119,100,334,TRUE,11/4/2022 12:46,R_XtioQ0carAayoSZ,,,,,38.7373,-121.2322,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10255103,10255103,Climate Change and Environmental Policy,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,"The town hall meeting was very cool based on the fact that I was able to talk to other students who had the same interests in the policy issue. This was neat because some others had renewable energy as there focus but it was not exactly like my own, they had other thoughts on what could be effective for the world and it was very interesting to hear. ",The start was very shaky and I think I saw some people move lines multiple times for no reason. This is the first year in a long time so I understand but that was an issue for the night. Another would be the actually breakout rooms got crowded so when we broke up into groups to talk about our specific issues it was hard to hear some others because the room was so full and loud. ,"When choosing POLS, I had no idea it was a specific section but I am glad I have enjoyed the research and the town hall was very interesting to me. "
11/4/2022 12:43,11/4/2022 12:47,IP Address,132.241.174.7,100,220,TRUE,11/4/2022 12:47,R_3hrlwVIuX0cKIK5,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11465065,11465065,Criminal Justice Policy,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,A place for people to share ideas on their research.,Too Long. ,
11/4/2022 12:41,11/4/2022 12:49,IP Address,98.255.73.233,100,461,TRUE,11/4/2022 12:49,R_PCfGOeQyRbMlIvn,,,,,39.0854,-121.5444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11084984,11084984,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,This meeting was something that made me aware of other issues and taught me many new things. ,I feel like when everyone was excused for the breakout rooms we should be let out by rows. ,To meet a GE requirement 
11/4/2022 12:42,11/4/2022 12:50,IP Address,5.187.27.20,100,454,TRUE,11/4/2022 12:50,R_3Mzij2Q6UsCMBuk,,,,,38.5639,-121.4418,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11471162,11471162,Healthcare Policy,Agree,Agree,Disagree,Agree,Agree,Disagree,"The town hall meeting to me meant that it was just mandatory for me to be there or I failed the class, although it did end up being informative and interesting to hear everyone else thoughts on our same policy. ",I think maybe if the town hall meeting was earlier during the day that would be helpful to improving the experience. ,That is just what was I was directed to take during freshman orientation. I had no idea what it was.
11/4/2022 12:48,11/4/2022 12:51,IP Address,132.241.174.71,100,191,TRUE,11/4/2022 12:51,R_3OftBQwL43q76Fx,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10998859,10998859,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,I got to talk to other people. I learned a bit. I saw the reason people were passionate about some policies that I understand why before.,I was sitting doing nothing for a while which is normal for events but I feel like it should be shorter.,It was a requirement. I am a computer science major.
11/4/2022 12:48,11/4/2022 12:52,IP Address,132.241.174.89,100,238,TRUE,11/4/2022 12:52,R_2ciS73Q1GeVunwm,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11050378,11050378,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"If I am being honest, I was just there to get the grade. ",Starting the event on time so that we have enough time to discuss in groups. ,To complete a GE requirement. 
11/4/2022 12:50,11/4/2022 12:53,IP Address,132.241.174.123,100,141,TRUE,11/4/2022 12:53,R_3kzYJQYFmYWWcHE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11531781,11531781,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was a fun an interactive way to explore my policy proposal and learn tactics that apply to other aspects of life as well. ,"I think the check-in process could be improved further.
",I took a town hall section of POLS 155 simply because i didn't know I was taking it. 
11/4/2022 12:53,11/4/2022 12:55,IP Address,73.41.190.81,100,125,TRUE,11/4/2022 12:55,R_22XsZaQFVpmEOfO,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11065133,11065133,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Disagree,Disagree,It was a requirement for my pols course but I enjoyed hearing everyone’s policies ,Check in was a very long and lengthy process better technology would have made it faster ,No
11/4/2022 12:48,11/4/2022 12:56,IP Address,98.238.220.6,100,462,TRUE,11/4/2022 12:56,R_2wp0OIOZPtiy4kU,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11370178,11370178,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,It was a very different experience and I honestly didn't really understand the assignment and what THM really was till it was happening but I definitely learned a lot and got to learn about issues I didn't even know were happening.,"Be more prepare to get the students into the building for check in and also maybe put up more signs for the check in such as ""Line A-L"" for the last names that would have fixed some of the problems with the line. Also maybe explain what THM is a lot more before the THM so that way students can get the most out of it. I didn't really understand what it was we were even doing so I don't feel I was able to get the most out of it.",I didn't know there was other versions of POLS 155 I just chose whichever one if I remember correctly.
11/4/2022 13:02,11/4/2022 13:04,IP Address,132.241.174.143,100,119,TRUE,11/4/2022 13:04,R_2Pj1fRIUERB6KQF,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11433748,11433748,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Agree,learning about other people’s policies. ,"more organization, food, not so late. ",required course
11/4/2022 13:03,11/4/2022 13:07,IP Address,50.216.25.75,100,203,TRUE,11/4/2022 13:07,R_3PpgvCtEVkbCUNJ,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11351900,11351900,Criminal Justice Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,The Town Hall meeting to me was a very fun event in which everyone was able to voice their opinions. It was fun getting to hear everyone else's ideas.,I think that making check-in more efficient would make it a lot better.,"General Ed
"
11/4/2022 13:09,11/4/2022 13:11,IP Address,132.241.174.91,100,163,TRUE,11/4/2022 13:11,R_2dGzlEtL3VcsnH2,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10998105,10998105,"Food, Agriculture, and Animal Policy",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,I was able to talk and discuss topics I am passionate about with like minded people ,Maybe have better flow getting everyone checked in ,Required by the State University 
11/4/2022 13:08,11/4/2022 13:12,IP Address,98.238.199.172,100,275,TRUE,11/4/2022 13:12,R_2y17hmNmwN0pIRO,,,,,39.0854,-121.5444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10994465,10994465,Immigration Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,"At first I did not know what Town Hall was, but then we picked a policy and did research about it and learned new interesting facts.  ","I would say being more organized on the name tags, when checking in. ",It is GE requirement 
11/4/2022 13:04,11/4/2022 13:13,IP Address,132.241.174.222,100,582,TRUE,11/4/2022 13:13,R_3ikv3p2jvR7nU6s,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11199540,11199540,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,This town meant meeting other people who believe in some of the same things I do while also allowing us to talk about our experiences and why we hold our beliefs so firmly. It also allowed me to be further educated in how to research and how to become an effective member of the voting community.,"A little bit more direction when it came to the action symposium. I and others were very confused about what we were supposed to do, which tables to go to, and what to ask the experts. This section also seemed to be less policy focused, (which is understandable as you have to account for all the policies), I was expecting to speak with someone that is an expert in immigration policy.","GE Requirements made me choose the class, and I didn't realize there were other POLS 155 classes without the Town Hall Section, but I am happy I did take the class I did.
"
